StateName,StateFIPS,PumaState,PUMA,Counties Within PUMA,uninsured_total,uninsured_percent,Foodstamp,Age0_18,Age19_25,Age26_34,Age35_54,Age55_64,Male,Female,Married,ChildinFamily,Latino,WhiteNonLatino,BlackNonLatino,AsianNonLatino,Multiracial_or_Other,Disabled,FullTime_Worker_in_Family,LessThanHS,HSDiploma,CollegeGrad,NoEnglishAdults_in_House,EnglishSpeaking,Spanish,%_EducatedPersons
RhodeIsland,44,4400300,300,ProvidenceCounty(part),12373,12.4,3078,971,2520,3068,3936,1878,5934,644,2547,3347,263,11151,372,493,95,1125,8986,1441,9933,999,90,12129,44,99980.27964115413
RhodeIsland,44,4400400,400,ProvidenceCounty(part),19189,13.3,6401,2585,3780,3405,6978,2441,11131,858,5276,5964,4217,1181,1467,91,164,1296,14616,4417,12584,2188,3107,15049,2286,218865.57923810516
RhodeIsland,44,4400500,500,NewportCounty(part)BristolCounty,8447,7.7,1217,78,2076,2129,247,1694,542,344,2239,163,579,7558,91,164,55,97,5538,1134,635,18,294,7843,342,1807.5174618207648
RhodeIsland,44,4400600,600,KentCounty,11915,8.6,2289,689,2263,2484,4677,183,7364,4552,241,3,328,1569,,6,418,751,8669,1781,868,1527,166,11699,216,152707.28493495594
RhodeIsland,44,4400700,700,WashingtonCounty(part),7130,6.7,346,289,1890,925,31,116,4634,2496,2348,541,326,6384,324,96,,528,69,55,4368,2212,22,7047,83,221261.26227208975
SouthCarolina,45,4500100,100,PickensCountyOconeeCounty,26186,16.2,10247,3538,5123,5482,9256,2788,14396,11791,7893,9674,291,2144,3147,34,1168,3364,19267,75,16863,2273,201,25973,85,227364.39700603377
SouthCarolina,45,4500201,201,GreenvilleCounty(part),41350,18.0,12549,5130,6837,9085,16836,3463,21121,2229,11579,14261,3422,2356,12794,1285,256,248,3225,8313,28352,4685,1491,39469,1395,468568.56590084644
SouthCarolina,45,4500202,202,GreenvilleCounty(part),22859,14.2,5795,2047,3399,5737,889,2867,1239,1551,8561,847,2192,17495,2733,194,246,1714,18165,331,15564,3985,373,21820,1008,398568.08696793386
SouthCarolina,45,4500301,301,SpartanburgCounty(part),16059,16.7,5854,2795,3136,2035,6653,144,8319,7739,3389,6149,284,718,5985,,715,1761,1412,368,9993,2386,770,14964,1022,238662.2267887166
SouthCarolina,45,4500302,302,SpartanburgCounty(part),25760,17.5,7723,2458,5575,4096,9633,3997,14696,1164,8925,7442,1464,18456,5116,396,225,2642,16685,4854,17943,2962,1788,24767,685,296269.65450310556
SouthCarolina,45,4500400,400,CherokeeCountyChesterCountyUnionCounty,18213,18.3,7360,2904,2980,3742,5682,296,961,9152,571,7447,297,13225,491,241,314,2569,11497,4916,1213,1168,196,18034,64,116806.66007796628
SouthCarolina,45,4500500,500,YorkCounty,32174,16.0,9216,4228,6402,5435,13312,2798,17758,14417,11315,1386,2622,1946,8792,442,664,247,23671,5692,223,4183,1084,31300,632,418300.69310623483
SouthCarolina,45,4500600,600,LaurensCountyNewberryCountyFairfieldCounty,17109,16.2,8069,2088,4612,2122,6772,1515,11154,5955,4136,532,1221,9145,5884,569,29,387,1397,6346,9836,927,1587,16339,301,92757.49020983108
SouthCarolina,45,4500700,700,AndersonCounty,30128,19.0,10120,5267,5413,5784,1115,2559,16999,13129,7525,12163,222,235,486,5,2,46,22582,9191,18461,2477,40,29449,636,247761.2752257037
SouthCarolina,45,4500800,800,GreenwoodCountyAbbevilleCountyEdgefieldCountySaludaCountyMcCormickCounty,24275,19.4,8746,2369,3010,5391,1355,315,14872,943,614,68,1477,11899,13,73,758,343,12211,6187,14818,327,510,23553,547,32761.042224510813
SouthCarolina,45,4500900,900,AikenCounty,19348,14.4,8373,2361,2961,3920,7721,2385,11433,7915,544,823,884,11384,78,,,2211,1459,4359,139,198,285,18904,444,19800.71842050858
SouthCarolina,45,4501001,1001,LexingtonCounty(part),16034,18.2,5966,2325,3524,3378,4734,273,8423,7611,4637,6255,1257,9774,4588,249,166,1876,12744,3576,1116,1443,1060,15056,830,144306.9602095547
SouthCarolina,45,4501002,1002,LexingtonCounty(part),21632,15.3,7844,3390,3027,5007,7662,2547,156,11126,751,8837,682,14837,6113,,,1837,1546,4434,14998,22,168,21395,211,2269.332470414201
SouthCarolina,45,4501100,1100,RichlandCounty(part)LexingtonCounty(part),13940,12.8,5294,813,3465,3132,524,157,7492,6448,162,2827,559,3271,9693,373,,1334,9196,288,9673,1388,124,13692,238,138869.39024390245
SouthCarolina,45,4501200,1200,RichlandCounty(part),31400,13.2,14245,3445,5575,6990,11539,3851,14893,1657,5179,1459,2161,8231,285,436,487,4687,262,5529,221,3771,1185,29901,1207,377100.70382165606
SouthCarolina,45,4501300,1300,LancasterCountyKershawCountyChesterfieldCountyLeeCounty,35638,20.7,12628,3149,5581,7035,1362,6253,276,15563,92,182,174,1876,14373,184,635,4755,22389,1733,2254,242,1200,34853,693,24206.32470957966
SouthCarolina,45,4501400,1400,DarlingtonCountyDillonCountyMarlboroCounty,25327,23.2,9570,2193,4885,3661,11469,3118,13842,11484,6169,716,774,9998,12388,1,1194,2768,13767,6832,17992,52,90,25202,125,5271.038812334663
SouthCarolina,45,4501500,1500,HorryCounty,65335,29.7,11930,14569,8944,11410,22918,7495,3482,31253,2844,28257,5418,4171,1157,1511,5197,5955,5149,11696,47847,5792,3637,61759,3287,579273.2333358843
SouthCarolina,45,4501600,1600,FlorenceCountyMarionCounty,27391,18.8,12648,2855,4717,6963,9771,384,14348,1342,5592,8435,438,11748,14737,216,251,2884,17716,525,21684,682,70,27030,158,68279.16468913147
SouthCarolina,45,4501700,1700,SumterCounty,15699,17.1,5403,1560,3247,3171,5585,2135,8355,7344,4261,544,636,662,882,32,149,1725,1116,3862,11592,244,526,15270,418,24473.83909803172
SouthCarolina,45,4501800,1800,OrangeburgCountyBarnwellCountyHamptonCountyBambergCountyCalhounCountyAllendaleCounty,34333,23.1,12014,2229,7791,6969,11599,5745,18587,15746,7446,995,118,9752,2245,533,32,462,19249,11598,21264,1471,594,33746,441,147161.93458188913
SouthCarolina,45,4501900,1900,BeaufortCountyJasperCounty,20295,14.5,6300,3465,3469,4196,6389,2775,1561,9734,4341,6118,2677,1766,6526,38,288,2837,1638,2169,15356,277,2167,18685,1572,27775.663956639568
SouthCarolina,45,4502000,2000,DorchesterCountyColletonCounty,26609,16.9,8884,3186,3996,4781,1195,2696,12172,14437,9971,8693,632,14647,119,495,419,3855,17444,775,16842,262,361,25892,445,26263.294374083955
SouthCarolina,45,4502101,2101,CharlestonCounty(part),35300,21.0,9844,4606,5967,9503,1158,3715,18885,16414,6541,1445,362,1463,1581,999,692,2412,27249,7272,2369,4337,2581,33126,1302,433706.71104815864
SouthCarolina,45,4502102,2102,CharlestonCounty(part),18916,13.6,1546,2638,2152,3662,7685,2779,11219,7697,5293,5821,113,11878,5411,133,252,1578,1522,1875,12869,4173,1223,17984,826,417368.0323535631
SouthCarolina,45,4502200,2200,BerkeleyCounty,34478,21.6,12540,8100,5623,6745,12283,1729,19196,15282,1148,16958,1829,19388,11828,69,56,243,26762,875,23383,32,627,33398,483,3267.8200591681652
SouthCarolina,45,4502300,2300,GeorgetownCountyWilliamsburgCountyClarendonCounty,31059,29.2,13052,5799,4286,5812,12271,2891,16811,14248,5912,11313,62,1167,18442,345,,2664,1931,5661,23987,1411,586,30294,420,141177.23043240284
SouthDakota,46,4600100,100,PenningtonCountyLawrenceCounty,16065,14.9,5264,1183,4252,3410,5634,1586,75,915,339,4789,1336,1261,,31,969,2156,12451,2128,13119,818,195,15906,34,81881.6619981326
SouthDakota,46,4600300,300,BrownCountyBeadleCountyRobertsCountySpinkCountyDayCountyWalworthCountyMarshallCountyEdmundsCountyHandCountyMcPhersonCountyFaulkCountyJerauldCountyCampbellCounty,8709,10.7,1300,1584,1274,2102,2923,825,4525,4184,314,357,43,6773,,161,196,949,7222,1837,666,86,165,8544,4,8607.647261453669
SouthDakota,46,4600400,400,BrookingsCountyCodingtonCountyLakeCountyGrantCountyMoodyCountyMcCookCountyKingsburyCountyHamlinCountyDeuelCountyClarkCountyMinerCounty,11763,12.6,1369,258,2377,4163,447,917,65,5263,4384,1995,249,1312,24,153,17,122,1224,1826,9163,774,153,11431,156,77477.89679503528
SouthDakota,46,4600600,600,MinnehahaCounty(part),10705,8.8,2300,1533,1644,3744,2835,949,6273,4432,1685,4375,459,9653,139,,248,1831,9319,832,912,753,126,10534,171,75308.51938346567
SouthDakota,46,4600700,700,MinnehahaCounty(part),14956,12.3,4452,2187,3254,5519,3596,399,9438,5518,3627,6686,1468,9665,2156,818,84,665,12544,1828,1137,1821,1868,12040,497,182107.60230008024
Tennessee,47,4700100,100,GibsonCountyDyerCountyWeakleyCountyObionCountyCrockettCountyLakeCounty,23575,15.8,7029,2311,3691,5491,8467,3615,14153,9422,6213,657,1696,15831,5873,,175,2824,1678,653,1661,984,906,22653,847,98407.04559915164
Tennessee,47,4700200,200,HenryCountyCarrollCountyHumphreysCountyBentonCountyStewartCountyHoustonCounty,17009,17.8,5089,1634,3100,2444,7228,263,9212,7797,645,469,136,15986,696,,141,2314,1134,2528,13556,925,20,16926,83,92579.69898289141
Tennessee,47,4700300,300,MontgomeryCounty,24255,15.1,8794,2850,5540,7446,6172,2247,11776,12478,9948,1876,1652,13444,7193,45,125,1772,18968,3697,19279,1278,2950,21471,480,127879.48464234178
Tennessee,47,4700400,400,RobertsonCountyDicksonCountyCheathamCounty,21408,16.0,6082,2725,2517,4059,9417,269,12331,977,6817,6515,912,1762,1691,,1678,327,15152,388,15736,1864,1184,20479,691,186473.50523168908
Tennessee,47,4700501,501,SumnerCounty(part),16377,13.5,4364,1972,2514,3376,6367,2147,877,767,448,5831,615,13896,974,793,99,1355,1288,3622,11846,99,1000,15250,398,9972.333150149601
Tennessee,47,4700502,502,SumnerCounty(part),15324,12.9,5265,2056,3067,2025,6744,1433,91,6323,5848,629,692,1219,1874,441,,1462,11663,2599,166,266,861,13735,927,26601.083268076218
Tennessee,47,4700600,600,WarrenCountyMaconCountyOvertonCountySmithCountyDeKalbCountyFentressCountyCannonCountyJacksonCountyClayCountyTrousdaleCountyVanBurenCountyPickettCounty,28766,17.7,10758,2388,4011,5755,11629,4983,16634,12132,11549,6811,1151,25449,643,233,1231,5453,18843,7173,19634,1959,480,27674,1042,195968.25418897308
Tennessee,47,4700801,801,SullivanCounty(part),12160,14.5,1739,1657,1413,2226,4915,195,6894,5266,3624,3752,122,11749,242,,47,946,9348,3275,8413,472,33,12127,33,47269.18585526316
Tennessee,47,4700802,802,SullivanCounty(part),14574,16.3,5939,911,3992,2466,4316,2889,7386,7188,3814,3841,322,1271,93,,245,415,172,1911,11953,711,167,14372,203,71182.01591875943
Tennessee,47,4700900,900,GreeneCountyCarterCountyUnicoiCountyJohnsonCounty,25164,18.9,8309,1097,4967,5309,9578,4213,1494,126,8895,5285,633,22917,1554,,28,624,16591,4271,19988,95,73,25080,84,9579.430933079002
Tennessee,47,4701000,1000,WashingtonCounty,15394,14.8,4557,1524,3428,4214,5521,77,8734,666,59,4571,1275,12427,1566,,126,1267,1856,1678,1264,176,322,14492,902,17608.21099129531
Tennessee,47,4701100,1100,HamblenCountyCockeCountyGraingerCounty,16283,16.4,7684,481,3392,3006,786,2318,8233,849,6272,483,1587,13667,729,65,235,2457,9639,3564,11446,1273,968,15190,1092,127370.29417183567
Tennessee,47,4701200,1200,SevierCountyJeffersonCounty,24342,20.7,9671,1824,4766,4070,1822,2861,14532,981,9329,715,936,22254,758,217,178,5328,19962,5665,17455,1222,807,23616,528,122271.70733711279
Tennessee,47,4701301,1301,KnoxCounty(part),25881,12.4,4531,4629,3394,6941,826,2711,11654,14227,8324,1336,1349,2117,2665,193,657,1749,1886,3192,17893,4797,959,25320,336,479769.135659364
Tennessee,47,4701400,1400,KnoxCounty(part),21086,14.0,4426,1012,4535,5341,7885,2312,1273,8357,4815,446,2982,13574,3769,542,219,157,17175,2663,15523,29,1563,19185,1531,2973.61756615764
Tennessee,47,4701500,1500,BlountCounty,18688,18.1,6134,2606,3384,4899,543,2369,9966,8721,67,672,52,17341,496,,349,24,13731,295,14652,185,303,18379,104,18578.403253424658
Tennessee,47,4701700,1700,BradleyCountyMcMinnCountyPolkCounty,23419,16.3,9532,1961,5695,3888,886,315,1311,1318,594,6458,1837,18311,234,243,724,4245,1821,5276,16951,1192,1296,22080,690,119272.38139971819
Tennessee,47,4701800,1800,HamiltonCounty(part),25572,18.1,10831,3260,5389,5647,9779,1496,14361,1121,7247,8456,2738,1142,9364,294,1756,4454,16339,5691,17271,261,1812,23760,1469,26167.538714218677
Tennessee,47,4701900,1900,HamiltonCounty(part),17036,11.8,6173,1061,2368,3703,7445,246,9619,7417,6435,4182,975,13728,1789,143,41,139,13747,3439,1162,2536,577,16582,454,253606.8208499648
Tennessee,47,4702000,2000,RheaCountyMarionCounty(part)GrundyCountyBledsoeCountySequatchieCountyMeigsCounty,18056,19.8,8458,909,3582,2416,817,298,9561,8495,616,384,826,157,871,36,623,58,1385,423,13532,52,101,17909,148,5274.944616747895
Tennessee,47,4702100,2100,PutnamCountyCumberlandCountyWhiteCounty,26542,21.8,8214,2833,3842,5920,8788,516,13812,12731,9269,7126,1568,2398,349,252,345,335,1729,4462,19714,2367,697,26019,524,236774.27473438325
Tennessee,47,4702201,2201,DavidsonCounty(part),24328,16.1,6607,1390,4875,6465,9943,1655,1328,1149,6552,6178,294,12263,7779,626,71,2524,1881,5134,15473,3721,2413,21608,1555,372163.6016113121
Tennessee,47,4702202,2202,DavidsonCounty(part),19196,21.7,5878,1930,2344,4153,7426,3344,13,9166,3594,422,314,9256,6624,,177,3293,13388,5198,11695,233,1146,17629,1464,23360.924150864765
Tennessee,47,4702203,2203,DavidsonCounty(part),20345,16.3,4968,3231,3822,5112,6875,135,11644,87,5285,7115,6569,789,49,826,96,1739,15888,452,14138,2155,6899,13828,5262,215569.49127549765
Tennessee,47,4702204,2204,DavidsonCounty(part),17098,18.0,5823,752,2904,4838,6378,2226,11326,5772,246,2179,82,6621,8864,2,728,2926,1827,4167,11651,128,971,15779,525,12868.142472803836
Tennessee,47,4702205,2205,DavidsonCounty(part),14114,15.4,2807,1143,1886,3176,7139,771,8752,5362,473,4266,1932,8957,2467,68,78,161,9659,3116,8333,2666,1209,12464,1066,266659.0406688395
Tennessee,47,4702300,2300,RutherfordCounty,33641,13.9,6979,5276,4992,8907,1949,3517,19196,14445,1135,1471,1646,2879,2629,136,521,2584,2656,2642,24684,6314,524,31892,1196,631473.3747510478
Tennessee,47,4702400,2400,WilliamsonCounty,12644,7.5,1918,1134,2842,1510,672,187,7898,4747,5322,4184,1536,997,37,488,47,761,11113,221,7853,259,992,10526,1145,25962.1085099652
Tennessee,47,4702500,2500,CoffeeCountyFranklinCountyLincolnCountyMooreCounty,18466,16.9,7045,1904,3832,3247,6153,333,9882,8584,581,535,737,1621,438,13,177,2737,12741,3535,14498,433,539,18203,263,43378.51185963392
Tennessee,47,4702600,2600,MauryCountyBedfordCountyMarshallCounty,19271,14.3,5774,1604,2962,4311,7524,2871,1843,8428,5763,559,1584,15723,1726,,198,3837,1597,4298,14645,328,1090,17938,1333,32875.99501842146
Tennessee,47,4702700,2700,LawrenceCountyGilesCountyHickmanCountyWayneCountyLewisCountyPerryCounty,22684,21.0,6602,1503,3778,4189,8549,4665,14248,8436,6917,4859,543,19169,2826,,146,558,13261,5185,16325,1174,431,22186,498,117471.96702521601
Tennessee,47,4702800,2800,HardemanCountyHardinCountyHendersonCountyMcNairyCountyHaywoodCountyDecaturCounty,22747,19.7,9422,2587,4241,4638,8857,2423,13173,9574,6889,685,354,16841,4971,,581,35,14151,4641,17348,757,227,22519,179,75776.26500197829
Tennessee,47,4702900,2900,MadisonCountyChesterCounty,18468,18.5,6047,2989,3278,4393,5857,195,9312,9155,5221,6971,559,15,6284,257,228,2363,1417,3413,12813,2241,523,17917,258,224169.3794671865
Tennessee,47,4703000,3000,TiptonCountyFayetteCountyLauderdaleCounty,17484,15.8,5641,1701,2594,5125,599,2156,1288,7196,3717,3235,629,119,6252,56,358,2282,11126,4128,12481,875,61,17239,189,87571.3852665294
Tennessee,47,4703101,3101,ShelbyCounty(part),25061,21.1,10820,1574,3488,5666,1749,3585,15833,9228,21,3584,1276,3452,19747,212,375,3168,14333,653,15867,3141,1165,23844,1006,314163.3135150233
Tennessee,47,4703102,3102,ShelbyCounty(part),23353,21.1,12811,2390,4575,4969,8968,2451,12514,1839,491,564,2935,8467,1169,676,26,2488,1444,547,15198,2748,1370,20994,1992,274865.07943304925
Tennessee,47,4703103,3103,ShelbyCounty(part),26174,24.1,8181,2105,5184,5330,11974,1581,1623,1151,3611,568,1189,7113,1749,,697,3135,18322,5892,18486,1796,1061,25162,660,179670.6273401085
Tennessee,47,4703104,3104,ShelbyCounty(part),26689,23.9,8958,4212,4795,7169,8531,1983,13136,13553,5182,115,5121,2235,1918,34,281,1558,2314,3779,21142,1769,2075,25141,1548,176979.21615646896
Tennessee,47,4703105,3105,ShelbyCounty(part),17751,22.7,7582,3040,3298,4957,582,1374,9214,8537,218,524,19,1133,16428,,,1333,1144,3242,13675,834,190,17489,262,83477.037913357
Tennessee,47,4703201,3201,ShelbyCounty(part),16111,9.0,4250,1754,2685,3181,6154,2338,9856,6255,3938,4792,214,1344,264,525,588,2371,13518,2435,112,2656,1072,15284,407,265600.6951772081
Texas,48,4800100,100,HutchinsonCountyGrayCountyMooreCountyDeafSmithCountyParmerCountyOchiltreeCountySwisherCountyCastroCountyChildressCountyCarsonCountyDallamCountyHartleyCountyHansfordCountyWheelerCountyDonleyCountyHal,36569,23.8,6464,6942,6392,8758,1745,3732,2359,1621,11697,17182,17552,15257,2838,228,48,2713,26173,1198,24143,2227,5006,31315,5118,222766.02039979215
Texas,48,4800200,200,PotterCounty,33250,31.9,7267,7044,5757,7131,1659,2659,2251,12999,7692,13859,15478,1154,447,991,445,2568,24114,9385,21859,27,3897,28934,3437,2765.7413533834588
Texas,48,4800300,300,RandallCounty,14362,13.4,4303,1293,5326,2938,4146,659,816,6346,4577,618,4148,9367,66,399,172,915,11434,2763,1697,92,358,13989,259,9211.815903077566
Texas,48,4800400,400,HaleCountyHockleyCountyLambCountyTerryCountyFloydCountyYoakumCountyCrosbyCountyBaileyCountyLynnCountyGarzaCountyCochranCountyDickensCountyMotleyCountyKingCounty,30957,28.0,6899,5274,6999,5600,1528,2556,17817,13139,991,13584,18614,1387,1121,92,57,381,22779,951,19791,2115,3541,26413,4242,211563.9306134315
Texas,48,4800501,501,LubbockCounty(part),23057,23.1,4321,3177,5492,5365,796,1927,11649,1149,538,879,1721,8444,2793,33,525,2713,18698,3591,16917,255,878,21265,1626,25573.370343062845
Texas,48,4800502,502,LubbockCounty(part),31319,20.9,8856,4127,6449,7298,1414,331,15864,15456,941,13474,15919,1224,2469,177,535,433,2643,7871,21283,2165,1374,29693,1301,216567.95555413645
Texas,48,4800600,600,WiseCountyMontagueCountyYoungCountyWilbargerCountyClayCountyArcherCountyJackCountyHardemanCountyKnoxCountyBaylorCountyCottleCountyFoardCounty,27586,21.9,5594,5984,3829,4726,956,3541,15544,1242,9916,11875,7498,17924,1627,48,121,486,21599,6115,19444,228,3905,23991,3537,22870.485028637715
Texas,48,4800700,700,WichitaCounty,22214,19.9,3179,1710,4660,5504,7788,2553,12754,946,6296,6686,5996,11864,3512,334,289,3782,14879,443,16512,1272,1568,20347,1743,127274.33150265599
Texas,48,4800800,800,GraysonCountyCookeCounty,26858,20.3,6573,5087,5263,4953,8828,2726,13738,13119,9124,13842,4633,19477,1641,512,399,221,22159,4789,18928,314,1686,25313,1284,31470.474346563406
Texas,48,4800900,900,HuntCountyFanninCounty,25264,25.0,4576,4076,4630,3945,9878,2736,14167,1197,955,1438,4787,162,334,449,477,265,18879,4657,17291,3315,1247,22731,2084,331568.4412602913
Texas,48,4801000,1000,LamarCountyHopkinsCountyTitusCountyRedRiverCountyMorrisCountyFranklinCountyDeltaCounty,28953,22.2,9460,5023,5060,5821,9822,3227,1454,14899,1913,12775,5989,17924,4153,418,286,4121,2286,6739,19945,2269,1896,26665,2158,226968.88750733947
Texas,48,4801100,1100,BowieCountyCassCounty,24398,23.8,8237,2651,6336,4974,8372,265,14333,165,6163,8841,252,14249,727,,23,396,17943,4237,1819,252,474,23869,435,25207.455529141735
Texas,48,4801200,1200,VanZandtCountyWoodCountyUpshurCountyCampCountyMarionCountyRainsCounty,36137,27.1,8126,5838,5798,5660,13734,517,17159,18978,12875,15177,516,25951,3499,352,47,5598,28558,7758,25754,2625,1722,34343,1513,262571.26767578936
Texas,48,4801300,1300,GreggCountyHarrisonCounty,33936,21.1,8313,7252,7530,5601,8678,4875,179,16928,1125,16289,7173,18612,7755,67,33,2754,27366,6433,24326,3178,2715,31408,2462,317871.68198962754
Texas,48,4801400,1400,SmithCounty,37539,21.1,9151,7285,5701,7966,12967,362,1911,18528,1879,15453,17,18512,7546,619,161,2851,2887,1769,23491,3279,2484,34351,2811,327962.57758597727
Texas,48,4801500,1500,RuskCountyCherokeeCountyPanolaCounty,25885,24.5,6320,3041,4728,5298,9814,35,1566,1819,8551,1165,5778,14674,4894,174,227,3485,16923,677,1778,21,1911,23811,1934,2106.8688429592426
Texas,48,4801600,1600,JasperCountyShelbyCountyTylerCountyNewtonCountySabineCountySanAugustineCounty,28731,30.5,8310,3481,4628,5652,11139,3832,1661,12131,1848,1162,2445,231,689,,,4442,2236,634,2159,81,1543,27222,1509,8107.514531342453
Texas,48,4801700,1700,AngelinaCountyNacogdochesCounty,25995,20.1,6937,3257,5282,5152,9244,36,13653,12342,754,9534,7584,12286,5511,491,,243,2437,647,17993,1595,2575,22490,3386,159569.2171571456
Texas,48,4801800,1800,HendersonCountyAndersonCounty,39420,35.5,6471,4723,4829,7514,17485,4868,26167,13253,1383,13114,761,23922,715,113,679,7582,22411,1243,27692,1485,1255,37476,1944,148570.24860476915
Texas,48,4801900,1900,NavarroCountyHillCountyLimestoneCountyFallsCountyFreestoneCounty,28136,23.1,7117,4015,4705,5921,1419,375,15687,12449,9756,1371,6678,17623,347,241,484,2835,2618,6978,2476,682,2706,25635,2495,68208.8001137333
Texas,48,4802000,2000,KaufmanCountyRockwallCounty,31212,19.4,7055,8944,4629,5304,11374,962,1586,15352,12111,16832,8841,17389,1981,716,518,1525,24991,6717,22551,1944,2824,28099,2706,194472.25105728567
Texas,48,4802101,2101,CollinCounty(part),38666,15.7,7945,10364,5963,6038,1349,2811,19743,18923,11211,2256,14231,1845,317,3283,,146,34264,9492,2158,7666,6982,32214,5266,766605.5811307091
Texas,48,4802102,2102,CollinCounty(part),31838,13.0,710,6979,3624,6427,1917,3891,17162,14676,9771,1496,11322,1557,2181,2582,34,1269,26378,4238,1825,9574,3922,25774,3537,957405.7321439788
Texas,48,4802103,2103,CollinCounty(part),10432,7.7,408,1992,1298,2087,3783,1271,5829,463,3737,4512,765,5214,89,3595,49,346,8114,694,61,3737,1527,8146,292,373700.5847392638
Texas,48,4802104,2104,CollinCounty(part),17147,17.4,2551,2767,2813,4105,5759,172,965,7497,6681,772,4346,9223,1699,165,273,662,15114,3462,172,2983,2849,12593,2876,298301.0030909197
Texas,48,4802201,2201,DentonCounty(part),41692,14.2,6242,8949,6257,8259,14584,3643,2576,21116,12431,18856,1177,22776,948,519,1178,2297,35751,575,2371,13545,5645,33888,4721,1354505.686942339
Texas,48,4802202,2202,DentonCounty(part),46523,14.3,3920,6986,10583,11693,12829,4432,23326,23197,11442,14965,13234,24547,4545,2583,1541,3336,36197,546,3361,7463,7002,38886,5445,746307.2243836382
Texas,48,4802301,2301,DallasCounty(part),27630,34.5,8978,2809,4906,7415,9841,2659,1544,12586,5963,7734,1798,413,1266,522,16,36,1814,1323,16111,1196,5085,20911,6563,119658.30980817952
Texas,48,4802302,2302,DallasCounty(part),28041,24.3,6058,4316,3978,6756,198,211,16384,11658,7241,9919,14612,7879,3491,1362,698,1167,2161,974,1423,4278,6539,21315,6187,427805.07471202884
Texas,48,4802303,2303,DallasCounty(part),45715,33.9,6801,12750,7278,8210,13378,41,24418,21297,13746,24811,3154,512,9122,,76,2275,37851,15254,28319,2142,10708,33528,12146,214261.94684458055
Texas,48,4802304,2304,DallasCounty(part),32394,20.1,6903,6107,5857,6438,11139,2854,17519,14875,1481,16151,15896,8778,5551,776,1353,1553,25669,12315,15878,421,4974,26475,5044,42149.015249737604
Texas,48,4802305,2305,DallasCounty(part),19695,17.2,1813,3733,2970,4601,7518,874,11634,862,5313,7937,796,755,2189,1736,754,636,16996,383,1276,4536,3842,14661,4015,453606.47880172636
Texas,48,4802306,2306,DallasCounty(part),29594,22.3,3943,4523,7170,7474,846,221,16129,13466,9969,12496,15531,6124,6682,89,25,141,24863,966,1747,3481,6840,21041,7837,348105.90322362643
Texas,48,4802307,2307,DallasCounty(part),40362,35.2,9887,8746,7537,7790,12958,3331,21368,18994,13442,2232,27739,321,974,29,,22,27662,16637,21528,2197,16049,20670,19234,219753.33729745797
Texas,48,4802308,2308,DallasCounty(part),39097,23.8,9802,6940,7990,9026,12115,326,2177,17327,8765,17691,1391,5916,18747,22,288,3374,29397,15,24931,4116,5788,30312,8477,411663.76704094943
Texas,48,4802309,2309,DallasCounty(part),22966,22.0,4185,4090,2533,5479,9359,155,12289,1678,8138,1222,12469,4766,32,1919,81,1883,19434,7659,13348,196,3530,16808,5035,19658.120700165462
Texas,48,4802310,2310,DallasCounty(part),24970,27.5,5583,8870,4004,3270,6878,1948,11993,12976,716,15874,1238,5259,1962,3865,1479,1482,21466,6935,15582,2453,5331,17368,5267,245362.40288346016
Texas,48,4802311,2311,DallasCounty(part),43552,23.2,9205,8219,4846,10119,16513,3855,2288,21465,1793,1933,21684,1149,413,58,1142,1757,35489,12723,23275,7555,6371,34454,7210,755553.441862601
Texas,48,4802312,2312,DallasCounty(part),33984,25.2,6659,5888,5848,6978,12786,2485,14894,199,11836,19325,13588,1466,8733,962,215,1894,2735,8399,21599,3986,5341,27606,5831,398663.55637947266
Texas,48,4802313,2313,DallasCounty(part),28237,24.3,4161,7372,4919,5533,821,2392,15411,12826,8581,14744,15475,6269,323,2879,265,1471,2364,7728,1868,244,6160,21118,6856,24406.615433650884
Texas,48,4802314,2314,DallasCounty(part),49201,24.5,6333,12161,7580,9174,15964,4322,24853,24348,14599,25374,16537,11289,2871,13,338,3234,35441,796,3487,6371,5307,43146,5850,637107.0872543241
Texas,48,4802315,2315,DallasCounty(part),41105,23.2,10671,8970,7347,8266,12637,3886,22131,18974,14468,22183,295,7998,754,4528,575,1785,36336,13266,22222,5617,10409,29498,9790,561754.0615496897
Texas,48,4802400,2400,EllisCounty,28518,21.2,6857,6290,4573,4482,11264,191,1451,149,9998,1556,6986,1781,2786,,712,2344,22331,4274,21665,2579,2132,26378,2052,257975.96956308297
Texas,48,4802501,2501,TarrantCounty(part),32632,26.8,7481,6090,4714,8707,1581,254,18174,14458,7865,13773,11728,855,1925,1182,49,2643,24842,11668,18661,233,5321,26313,5370,23357.18619759745
Texas,48,4802502,2502,TarrantCounty(part),29701,27.7,12721,5707,6565,5451,958,2469,163,134,8211,14554,192,2958,6999,437,68,2532,21796,1151,16455,2195,6169,21539,7311,219555.40217501094
Texas,48,4802503,2503,TarrantCounty(part),42175,20.3,9168,8241,8427,9347,1177,439,287,21368,1864,21479,12328,1576,1818,159,1815,387,367,5883,3393,3199,3567,37211,4104,319908.0450503853
Texas,48,4802504,2504,TarrantCounty(part),43759,17.8,9029,7948,8006,7924,1581,47,18417,25341,12753,2226,22884,1636,1936,2455,447,5946,35196,12285,27532,3942,7114,33782,7974,394262.9173427181
