StateName,StateFIPS,PumaState,PUMA,Counties Within PUMA,uninsured_total,uninsured_percent,Foodstamp,Age0_18,Age19_25,Age26_34,Age35_54,Age55_64,Male,Female,Married,ChildinFamily,Latino,WhiteNonLatino,BlackNonLatino,AsianNonLatino,Multiracial_or_Other,Disabled,FullTime_Worker_in_Family,LessThanHS,HSDiploma,CollegeGrad,NoEnglishAdults_in_House,EnglishSpeaking,Spanish,%_EducatedPersons
Georgia,13,1300100,100,WalkerCountyCatoosaCountyDadeCounty,21483,16.8,6835,1679,4342,3983,842,359,1198,1385,7381,6324,995,18495,797,864,,3553,1647,5999,13469,215,654,20635,154,21562.69608527673
Georgia,13,1300200,200,WhitfieldCountyGordonCountyMurrayCounty,37418,22.4,9808,7229,6062,7470,12549,418,286,17332,118,15585,81,27242,1756,76,242,4685,26267,9965,2547,246,1941,35395,1893,24606.806884387195
Georgia,13,1300300,300,HabershamCountyGilmerCountyLumpkinCountyWhiteCountyFanninCountyUnionCountyRabunCountyTownsCounty,40743,25.9,13109,5575,4631,7120,18322,595,2713,23,13567,13659,3463,33496,2888,468,382,638,3187,8822,27445,4476,1338,38974,1412,447667.3612645117
Georgia,13,1300400,400,JacksonCountyStephensCountyHartCountyFranklinCountyBanksCounty,26598,21.1,8788,3901,2841,4954,1439,4462,13681,12917,8182,1241,1149,21861,3442,,146,4253,1814,6659,17753,2186,279,25997,556,218666.74561997142
Georgia,13,1300500,500,ClarkeCountyOconeeCountyMadisonCounty,26319,16.7,8870,3632,7466,7109,6825,1286,1446,11859,5334,874,2853,14267,6838,137,988,328,16274,5298,17732,3289,867,24919,942,328967.37338044756
Georgia,13,1300600,600,HallCounty,28638,18.7,9447,4502,4447,5818,11348,2524,14543,1495,8514,13535,8927,15844,2983,464,28,1888,2586,7369,19814,1455,6031,23578,4754,145569.1877924436
Georgia,13,1300700,700,PauldingCountyBartowCounty,43215,19.8,9582,7695,9821,6262,17334,213,22515,27,16192,19525,268,34421,5374,122,1114,2478,28521,827,31852,3156,431,42448,645,315673.7058891589
Georgia,13,1300800,800,ForsythCountyPickensCountyDawsonCounty,39521,19.5,13934,6893,4183,5371,2388,2685,21847,17674,117,15354,371,34,191,3278,1371,3348,31942,813,28155,3235,2410,35874,1099,323571.24060625996
Georgia,13,1300900,900,WaltonCountyBarrowCounty,22958,17.1,8142,3183,5578,4358,8449,1389,12185,1772,8596,7986,2754,1674,2421,61,442,1166,16268,4992,1563,2363,745,21019,1939,236306.8080843279
Georgia,13,1301000,1000,UpsonCountyMonroeCountyButtsCountyLamarCountyPikeCountyCrawfordCounty,24806,23.1,8976,3046,4650,5536,8685,2889,14557,1249,6777,943,152,1537,859,231,683,2529,16684,6348,18234,224,276,24659,53,22473.50640973958
Georgia,13,1301101,1101,FultonCounty(part),13295,9.6,1281,1513,1829,2257,6646,15,6862,6433,4464,3273,319,7144,1574,4234,24,418,1526,2335,772,3241,924,10356,91,324105.80669424596
Georgia,13,1301102,1102,FultonCounty(part),28146,15.9,3014,3088,3528,8080,1155,3295,14863,13282,751,8923,7674,117,8273,988,14,1186,19753,5197,174,5945,3677,22840,4121,594500.6182050735
Georgia,13,1301103,1103,FultonCounty(part),15657,13.5,2041,1601,2823,5480,4318,1435,8937,672,1597,225,2661,6411,5384,989,1,1124,948,1348,8251,658,2307,13599,910,65852.69847352622
Georgia,13,1301104,1104,FultonCounty(part),25531,23.7,6834,2226,3704,8443,8413,2745,1525,156,3622,3886,1918,6373,15553,723,82,296,15883,2865,17141,5525,1106,24692,542,552567.1379891112
Georgia,13,1301105,1105,FultonCounty(part),23524,33.1,10691,2160,4114,4354,9584,3312,1997,12527,3159,5264,184,249,19234,25,187,2982,16118,51,16576,1947,392,22626,709,194770.46420676756
Georgia,13,1301106,1106,FultonCounty(part),20619,29.3,9703,1733,4634,4821,742,229,12349,827,2222,6364,374,75,1991,,269,1583,12533,2247,16851,1521,129,20511,108,152181.72559289975
Georgia,13,1301107,1107,FultonCounty(part),29626,18.8,9882,3337,6137,6231,11236,2684,12555,1771,5946,9688,542,284,24937,89,98,1889,284,59,1772,7544,280,28974,326,754405.981232701
Georgia,13,1301201,1201,DeKalbCounty(part),10603,10.6,2840,1282,1825,2765,2858,1873,6942,3661,1859,168,498,3838,4954,1313,,594,6998,672,6273,3658,648,9853,103,365859.1625011789
Georgia,13,1301202,1202,DeKalbCounty(part),17829,17.8,2718,2969,3644,3641,5775,18,8857,8973,3677,675,6327,6215,24,2755,8,594,13328,5269,9381,3179,4880,12474,3395,317952.6165236412
Georgia,13,1301203,1203,DeKalbCounty(part),21614,24.7,5508,4170,3010,4498,8646,129,1736,1878,6447,1357,257,4775,1181,2792,345,111,17669,2681,15665,3268,3130,18034,753,326872.47617285093
Georgia,13,1301204,1204,DeKalbCounty(part),27328,30.7,10569,1251,4978,7233,1943,2923,14915,12412,4862,4823,983,4378,2169,189,147,333,14667,583,1943,2814,356,26830,173,281407.1099238876
Georgia,13,1301205,1205,DeKalbCounty(part),31279,23.9,7802,9376,3746,6660,8926,257,1339,1824,4726,15858,1464,598,27677,,154,1124,18875,467,21525,583,1133,30172,991,58368.816138623355
Georgia,13,1301206,1206,DeKalbCounty(part),20277,21.5,7918,1710,4249,4551,633,3733,1114,1162,2599,5951,313,128,18213,28,116,1995,13662,2295,13984,3997,270,19498,174,399768.96483700746
Georgia,13,1301301,1301,CobbCounty(part),20718,21.6,3207,2424,5165,5381,6619,1128,11159,9559,4813,4944,436,7575,7123,143,671,168,15668,3422,13116,418,3129,16980,2775,41863.30726904141
Georgia,13,1301302,1302,CobbCounty(part),10014,10.1,2251,2357,640,1943,3916,1159,5571,4443,344,56,431,758,996,268,122,443,8668,956,6265,2792,270,9662,243,279262.5624126223
Georgia,13,1301303,1303,CobbCounty(part),15344,15.4,3051,727,3146,4405,624,142,7659,7685,1652,2474,1294,5332,7678,14,,813,12182,1196,8485,5663,1070,13877,348,566355.2984880083
Georgia,13,1301304,1304,CobbCounty(part),28184,22.4,7693,6820,4126,4627,8621,3989,14426,13759,6896,12921,7292,4583,12833,3358,,2568,22798,6546,18686,2953,4958,24184,2250,295366.3000283849
Georgia,13,1301305,1305,CobbCounty(part),27257,14.5,5702,2977,3165,7612,1862,264,165,1127,1383,1142,3513,13558,9118,232,285,169,21723,4911,1645,5896,1271,24713,2231,589606.0351469348
Georgia,13,1301401,1401,ClaytonCounty(part),29454,26.3,10200,5490,5945,7402,8592,225,17377,1277,3831,1846,3841,575,16359,2922,1257,34,2165,7191,269,2194,2507,25540,1940,219400.91328851768
Georgia,13,1301402,1402,ClaytonCounty(part),27394,22.9,8000,5028,7082,3489,9921,1874,15456,11938,714,12681,471,3178,17717,1496,792,2526,18968,4438,19933,323,1851,24540,1627,32372.764108928965
Georgia,13,1301501,1501,GwinnettCounty(part),28170,22.7,5311,5380,6745,5313,799,2742,1451,14119,8979,12255,934,5588,6151,656,558,1585,22466,5868,1836,3942,3879,23529,1932,394206.51757188496
Georgia,13,1301502,1502,GwinnettCounty(part),27645,13.5,5170,6605,2699,6573,1972,795,14893,12752,9882,167,42,13636,344,6676,228,1692,2198,4,17661,5984,6646,22076,1848,598463.8849701573
Georgia,13,1301503,1503,GwinnettCounty(part),17142,11.7,5507,2455,2781,5164,5339,143,827,8935,4863,6821,3395,969,4659,,19,2214,1338,2159,11968,316,735,15810,1332,31669.81682417454
Georgia,13,1301504,1504,GwinnettCounty(part),28537,25.2,5517,6009,4343,7122,9759,134,15263,13274,9584,13412,1178,6136,5679,3533,169,996,23727,777,16229,5231,6521,20195,5220,523156.8700283842
Georgia,13,1301505,1505,GwinnettCounty(part),23166,19.8,5162,3978,5146,4628,7325,289,11224,11942,816,112,4141,615,5628,7151,231,1448,15957,4435,13151,558,7629,15076,2614,55856.76854010187
Georgia,13,1301600,1600,RockdaleCountyNewtonCounty,33460,20.7,11075,4107,6876,6833,11657,3988,16679,16781,976,13759,391,14721,13633,616,1296,4187,24747,8222,2286,3152,2284,31818,865,315206.83203825465
Georgia,13,1301700,1700,HenryCounty,27308,14.6,11913,6005,3866,5910,8167,336,14663,12645,7162,1252,1292,15829,7731,1533,923,29,1535,375,17747,5857,561,26455,444,585764.9882818222
Georgia,13,1301800,1800,DouglasCountyCarrollCounty,42435,19.6,18911,6762,10684,7461,13973,3556,23415,192,11361,15684,441,23931,1378,364,552,5667,28168,7628,29341,5466,1056,40603,1607,546669.1433957817
Georgia,13,1301900,1900,CherokeeCounty,29384,15.2,7242,5122,3442,3941,13345,3534,15455,13929,6421,1874,457,2158,2817,584,775,3436,24562,7576,17189,4619,2514,27483,1229,461958.4978219439
Georgia,13,1302000,2000,FayetteCountyCowetaCountySpaldingCounty,37501,14.4,13928,5368,7709,7396,13929,399,193,1821,1217,14479,6186,2824,915,626,76,374,28566,9515,22828,5158,1272,36375,777,515860.8730433855
Georgia,13,1302100,2100,FloydCountyPolkCountyHaralsonCountyChattoogaCounty,35916,22.5,12720,3888,5720,7813,13789,476,21624,14293,12228,11837,351,23952,7824,158,34,6845,23761,1587,23969,136,593,34833,1064,13666.736273527118
Georgia,13,1302200,2200,ElbertCountyMorganCountyGreeneCountyOglethorpeCountyWilkesCountyHancockCountyLincolnCountyWarrenCountyTaliaferroCounty,20069,23.0,6608,2225,3363,4316,7772,2394,11796,8273,654,629,118,9633,9856,177,167,1438,1957,4795,14351,923,414,19807,114,92371.5082963775
Georgia,13,1302300,2300,RichmondCounty,34807,19.7,14026,3110,8155,7022,13696,2824,18493,16314,459,1934,1196,12268,2221,1,719,5564,22541,771,24122,2975,44,34555,18,297569.30215186597
Georgia,13,1302400,2400,ColumbiaCountyMcDuffieCounty,17592,13.3,3505,3316,4627,1674,732,943,9365,8227,376,5956,1219,9238,6185,639,23,779,13816,2535,1874,4183,434,16680,531,418310.65256934974
Georgia,13,1302500,2500,BurkeCountyEmanuelCountyWashingtonCountyJeffersonCountyScrevenCountyJenkinsCountyGlascockCounty,22785,23.9,9895,1936,4527,5429,7963,293,12814,9971,5695,6766,552,9634,1252,,79,1878,1497,5814,16213,758,66,22719,66,75871.15646258503
Georgia,13,1302600,2600,LaurensCountyBaldwinCountyPutnamCountyJasperCountyWilkinsonCountyJohnsonCounty,22813,17.9,5477,3097,4298,5088,8443,1887,13875,8938,5222,731,469,11268,1466,22,28,2892,1345,5984,1656,772,182,22575,237,77207.2590189804
Georgia,13,1302700,2700,BibbCounty,27299,20.3,9404,3193,5414,6821,917,271,14457,12841,5645,842,787,8788,1763,,12,372,15991,78,18674,1617,440,27116,134,161768.40543609657
Georgia,13,1302800,2800,HoustonCountyPeachCountyJonesCountyTwiggsCounty,25827,14.4,11381,3285,4445,6589,874,2767,12537,1329,6487,955,1367,12233,1433,14,754,321,17264,6274,1844,1149,1276,24295,855,114907.13981492235
Georgia,13,1302900,2900,TroupCountyHarrisCountyMeriwetherCountyHeardCountyTalbotCounty,25576,21.8,9857,3861,3053,4296,11213,3153,14139,11438,8344,1416,747,16192,83,182,426,55,1744,582,171,2755,181,24910,584,275500.6685955583
Georgia,13,1303000,3000,MuscogeeCounty,26461,15.6,9650,2250,5965,6586,9453,228,12987,13474,59,672,1974,136,12689,281,783,3212,17396,4852,19128,2482,833,25631,695,248272.28751747857
Georgia,13,1303100,3100,SumterCountyCrispCountyChattahoocheeCountyMaconCountyDoolyCountyTaylorCountyMarionCountySchleyCountyWebsterCounty,25173,24.9,11739,3460,4690,4189,1512,2321,1429,1883,6774,8842,1339,8663,159,65,5,2226,15288,729,16756,128,150,24842,307,12866.563381400707
Georgia,13,1303200,3200,ToombsCountyDodgeCountyTelfairCountyBleckleyCountyPulaskiCountyWilcoxCountyMontgomeryCountyTreutlenCountyWheelerCounty,33562,32.3,7400,5386,6024,6772,11996,3384,21141,12422,8376,1215,186,15912,15544,138,162,3136,1557,954,23454,154,1394,32626,748,15469.882605327453
Georgia,13,1303300,3300,BullochCountyWayneCountyTattnallCountyApplingCountyJeffDavisCountyEvansCountyCandlerCounty,42810,27.0,10673,6198,10950,8874,1254,4249,2491,1799,1223,1654,3431,2632,11915,188,691,4158,2858,9899,3116,185,1214,41179,1631,18507.278673207195
Georgia,13,1303400,3400,ChathamCounty(part),29956,25.0,6896,3332,7055,6825,1258,2486,1514,14816,4918,9592,64,6494,21474,528,82,2289,2765,6996,1952,3459,620,29267,431,345906.5162237949
Georgia,13,1303500,3500,ChathamCounty(part),20859,18.5,6042,1594,4544,6327,5788,266,9987,1873,6193,7818,2218,11795,5243,1315,254,1837,14765,345,13569,3886,1799,18782,912,388665.0510570977
Georgia,13,1303600,3600,LibertyCountyEffinghamCountyBryanCountyMcIntoshCountyLongCounty,28418,18.0,9206,5241,5318,4739,9948,3171,12626,15791,6698,12323,294,2857,556,1245,462,353,21874,6355,19416,2646,86,28325,86,264668.3228939405
Georgia,13,1303700,3700,GlynnCountyCamdenCounty,22506,20.3,10388,4616,4918,3388,838,124,1849,11656,4838,9,182,1429,623,241,,1939,16868,4822,16824,86,1597,20853,1451,8674.753399093575
Georgia,13,1303800,3800,CoffeeCountyWareCountyPierceCountyBrantleyCountyCharltonCountyBaconCountyAtkinsonCountyClinchCounty,42487,31.8,8680,6294,8071,8354,15554,4216,23358,19129,13394,18547,3132,28288,16,892,,4647,28775,11414,28316,2757,668,41262,806,275766.64626827027
Georgia,13,1303900,3900,TiftCountyBenHillCountyBerrienCountyCookCountyIrwinCountyTurnerCountyLanierCounty,27910,26.7,10246,3330,5782,5796,1148,1955,15375,12535,6913,8715,179,15412,8973,459,1356,2439,17944,6579,18162,3169,376,26999,835,316965.0734503762
Georgia,13,1304000,4000,DoughertyCountyLeeCounty,26113,24.1,9834,3050,5561,6268,847,2764,1491,1222,431,8546,638,8253,16696,293,233,35,16691,627,18338,155,760,25353,760,15570.225558151114
Georgia,13,1304100,4100,ColquittCountyMitchellCountyWorthCountyEarlyCountyTerrellCountyRandolphCountyCalhounCountyStewartCountyBakerCountyClayCountyQuitmanCounty,33347,27.8,12199,4288,4766,6493,13139,4662,19279,1468,9277,11944,1681,15147,1674,135,31,4185,19423,1859,2172,768,1009,32632,602,76806.5133295349
Georgia,13,1304200,4200,ThomasCountyDecaturCountyGradyCountySeminoleCountyMillerCounty,23585,26.0,6230,2882,4294,4622,8185,361,12395,1119,7183,7871,1183,1279,8579,427,686,1819,1443,5481,1629,1895,402,23169,416,189506.90693237228
Georgia,13,1304300,4300,LowndesCountyBrooksCountyEcholsCounty,32870,28.3,11097,4407,7874,5774,11448,3367,17174,15695,6435,992,2624,15663,13576,667,34,4378,2214,5213,24833,2824,1226,32068,258,282475.549132948
Hawaii,15,1500100,100,MauiCountyKauaiCountyKalawaoCounty,22635,11.8,2843,4176,2286,4488,8568,3118,13367,9267,764,8348,3413,1565,188,381,3661,1178,16441,152,16626,4957,658,21674,158,495773.45261762757
Hawaii,15,1500200,200,HawaiiCounty,18949,11.9,6260,1878,3170,3832,695,3974,1425,8524,378,4153,2557,7154,415,1723,5392,2527,1163,2286,1552,1611,52,18614,29,161108.19040582617
Hawaii,15,1500301,301,HonoluluCounty(part),7889,6.8,1393,1788,1693,1367,2486,555,557,2833,318,3755,76,1487,,1491,3286,479,5219,441,7113,336,72,7640,18,33690.16351882368
Hawaii,15,1500304,304,HonoluluCounty(part),6768,7.4,583,389,2080,1744,1693,861,4257,2511,651,842,87,2144,,2738,857,614,399,623,3163,2982,1398,5326,102,298246.7346335698
Hawaii,15,1500305,305,HonoluluCounty(part),6478,6.9,828,345,1678,1384,2226,844,3577,291,1986,2166,25,263,566,3415,774,181,4492,1684,3791,13,1226,4694,19,1358.5211485026243
Hawaii,15,1500306,306,HonoluluCounty(part),5341,4.2,487,791,1283,1097,1755,414,3519,1821,134,1337,737,752,,1754,184,351,352,452,426,682,360,4723,16,68207.97603445048
Idaho,16,1600100,100,KootenaiCountyBonnerCountyShoshoneCountyBoundaryCountyBenewahCounty,39730,22.1,12064,5784,7374,5357,13281,7936,2679,1951,1484,14253,1673,3632,77,47,386,3798,29173,5772,29569,439,16,39489,4,43974.42486785804
Idaho,16,1600200,200,NezPerceCountyLatahCountyIdahoCountyClearwaterCountyLewisCounty,17053,18.7,3182,2731,3468,3269,54,2185,999,7144,5376,575,585,14873,,147,417,1399,13938,998,13437,2618,26,17027,26,261878.79551984987
Idaho,16,1600300,300,BonnevilleCountyMadisonCountyJeffersonCountyFremontCountyLemhiCountyTetonCountyCusterCountyButteCountyClarkCounty,24594,13.3,8779,3389,4843,5840,7694,2829,12383,12211,8747,11263,1883,21573,21,,43,2355,21111,338,17915,3299,560,23747,841,329972.84296983003
Idaho,16,1600400,400,ElmoreCountyPayetteCountyGemCountyOwyheeCountyWashingtonCountyValleyCountyBoiseCountyAdamsCounty,19450,23.5,5452,4873,2374,2776,6682,2745,16,939,5925,9713,3134,14723,43,3,767,222,1574,3869,14156,1426,1849,18695,510,142672.78149100256
Idaho,16,1600500,500,CanyonCounty,32207,19.6,8820,6995,6951,6816,861,2835,1829,13916,1763,16648,933,22235,155,,465,4469,26938,5394,21654,5159,1434,30192,1734,515967.2338311547
Idaho,16,1600600,600,AdaCounty(part),24933,14.4,5637,2140,5160,4724,982,318,13215,11718,757,5814,1596,2256,195,233,349,2913,2331,1847,17417,5669,753,24173,615,566969.8552119681
Idaho,16,1600700,700,AdaCounty(part),15216,8.5,4242,2211,1571,3828,5134,2472,766,7556,5311,5841,1491,13181,11,394,22,1829,8724,1579,11225,2412,295,15168,22,241273.77103049422
Idaho,16,1600800,800,TwinFallsCountyCassiaCountyMinidokaCountyBlaineCountyJeromeCountyGoodingCountyLincolnCountyCamasCounty,25079,16.5,4725,5701,5218,4798,6839,2523,1388,11199,7114,1742,7399,17144,328,16,129,229,22512,4493,17442,3144,1254,22577,2149,314469.54822760075
Idaho,16,1600900,900,BannockCountyBinghamCountyFranklinCountyPowerCountyCaribouCountyBearLakeCountyOneidaCounty,24271,16.8,7789,3297,4322,3804,9517,3331,11882,12388,8989,7832,241,19288,12,135,589,393,2344,2765,195,26,414,23625,605,2600.803427959293
Illinois,17,1700101,101,RockIslandCounty(part),8724,10.6,2476,436,1467,1616,384,1366,5365,3359,1999,2113,1255,6928,383,42,58,147,5958,1396,6473,856,439,8143,251,85674.19761577259
Illinois,17,1700102,102,RockIslandCounty(part),9586,11.6,1662,775,1524,1988,3363,1936,595,3636,2676,1566,126,7312,116,232,,984,6563,2545,6394,647,325,8629,957,64766.70143959941
Illinois,17,1700103,103,RockIslandCounty(part),10710,12.3,4501,301,1882,3087,424,1237,6148,4563,2948,1747,1559,7511,1217,266,,1426,7992,357,6421,782,411,10061,413,78259.9533146592
Illinois,17,1700200,200,FultonCountyMcDonoughCountyHancockCountyWarrenCountyHendersonCounty,10091,10.6,2234,201,3001,1749,3618,1522,5665,4426,1863,1128,62,8276,663,14,5,1347,5814,2242,7354,496,671,9394,345,49672.876820929545
Illinois,17,1700300,300,AdamsCountyPikeCountyMasonCountySchuylerCountyBrownCounty,14299,16.0,3309,1173,3574,2304,5633,1615,878,5591,317,3443,34,1271,117,82,187,142,1538,2229,1172,1899,176,14124,94,189908.19637736905
Illinois,17,1700400,400,MacoupinCountyMorganCountyGreeneCountyCassCountyScottCountyCalhounCounty,9857,9.6,1527,237,1583,2524,3969,1544,5672,4185,2876,1958,32,8361,91,18,274,59,683,126,81,64,481,9336,216,6400.821751039871
Illinois,17,1700600,600,ColesCountyDouglasCountyEdgarCountyCumberlandCounty,12158,14.0,3579,2271,3011,2448,3195,1232,6784,5373,479,3738,434,11158,198,272,96,125,133,316,8465,676,418,11515,237,67669.62493831222
Illinois,17,1700700,700,CrawfordCountyWayneCountyClarkCountyRichlandCountyLawrenceCountyClayCountyJasperCounty,16109,18.3,2972,558,3490,3399,696,1757,11381,4728,58,1613,1249,1475,4215,9,161,342,7127,4929,1826,354,272,15837,272,35411.33527841579
Illinois,17,1700800,800,SalineCountyUnionCountyWhiteCountyMassacCountyWabashCountyJohnsonCountyAlexanderCountyHamiltonCountyPulaskiCountyEdwardsCountyGallatinCountyHardinCountyPopeCounty,17708,15.5,6215,1312,3806,2838,726,2493,964,815,547,3137,373,15939,1289,,17,2517,1236,425,12822,861,253,17401,280,86172.40795120849
Illinois,17,1701101,1101,StClairCounty(part),23604,14.6,6897,1250,4343,6917,741,3693,13251,1352,4568,5625,911,9446,12935,,135,3475,13434,5394,17658,552,601,22381,656,55274.809354346726
Illinois,17,1701102,1102,StClairCounty(part),10981,8.1,1514,1280,1423,2721,4296,1261,5497,5484,3182,3125,297,9752,932,,,794,74,123,8235,1516,34,10739,114,151674.99317002093
Illinois,17,1701201,1201,MadisonCounty(part),14311,14.6,5284,1118,3905,3721,4353,1215,8328,5983,2367,3297,721,927,4344,,219,215,7663,1838,1239,435,423,14088,223,43508.65767591364
Illinois,17,1701202,1202,MadisonCounty(part),13526,9.1,2996,1740,3927,1433,5989,437,799,5536,3863,2375,24,11986,843,58,32,656,121,997,11699,83,72,13454,67,8386.492680762974
Illinois,17,1701300,1300,SangamonCounty(part),13749,14.3,4629,1070,2631,2502,635,1242,8716,534,1293,2185,55,795,4433,451,43,2395,791,2754,9426,1569,77,13583,55,156968.55771328823
Illinois,17,1701400,1400,SangamonCounty(part),14756,13.4,2015,1234,2311,4381,5895,935,1371,4386,1951,2566,691,8831,423,366,665,1865,613,3229,9951,1577,122,14520,114,157767.43697478992
Illinois,17,1701600,1600,ChristianCountyShelbyCountyDeWittCountyPiattCountyMoultrieCounty,10066,11.7,2470,800,2444,1524,366,1692,5721,4345,3121,2794,27,124,,,15,515,7145,1877,7681,58,27,10039,27,5876.306377905821
Illinois,17,1701700,1700,PeoriaCounty(part),10484,11.2,2779,532,2516,3215,353,1168,6172,4312,1288,883,444,534,4714,81,211,59,6161,1911,787,767,279,10082,285,76707.5066768409
Illinois,17,1701800,1800,PeoriaCounty(part),9635,9.7,1625,1252,1157,2289,3918,119,5545,49,195,221,33,8763,343,99,1,57,7284,175,7817,742,141,9523,34,74281.13129216399
Illinois,17,1701900,1900,TazewellCounty,13682,12.0,4468,2397,2397,2225,5665,998,8145,5537,2427,4619,151,12495,373,,615,228,121,1778,9936,1968,102,13580,102,196872.6209618477
Illinois,17,1702000,2000,McLeanCounty,10182,6.7,2737,528,3814,1449,3323,168,5145,537,2124,1384,73,6786,2527,15,17,141,654,145,743,133,641,9953,153,13307.297191121586
Illinois,17,1702100,2100,ChampaignCounty,18473,10.2,2924,855,4865,5581,5131,241,11799,6674,4257,3221,1284,11713,3246,1976,183,197,12258,1242,12144,588,1996,16277,689,58865.73918692145
Illinois,17,1702200,2200,VermilionCountyLivingstonCountyIroquoisCountyFordCounty,20201,14.8,3818,1482,3916,4684,78,34,11338,8863,4972,3681,1226,14554,4268,,92,2298,1783,4917,13937,1348,175,19913,288,134868.9916340775
Illinois,17,1702300,2300,KankakeeCounty,12078,12.4,5071,1482,2382,1698,4995,152,7228,485,3184,447,1699,615,4127,,12,1564,7657,2458,8362,1257,812,11163,916,125769.2333167743
Illinois,17,1702500,2500,KnoxCountyBureauCountyMarshallCountyStarkCountyPutnamCounty,11181,12.5,1868,759,2492,2367,4117,1446,7117,465,244,263,964,8297,1632,13,112,861,629,2527,798,747,160,10943,214,74707.13710759324
Illinois,17,1702600,2600,DeKalbCountyLeeCounty,11260,9.2,2366,802,1606,1915,4885,252,616,5243,3136,2111,225,8483,572,,,935,8478,2295,7522,1442,1392,10102,1074,144266.8028419183
Illinois,17,1702700,2700,OgleCountyStephensonCounty,7818,9.5,2354,178,1150,2410,3584,495,5425,2392,178,966,617,5633,1219,9,182,664,5532,138,5956,823,19,7637,172,82376.1831670504
Illinois,17,1702800,2800,WinnebagoCounty(part),21403,17.2,7729,3704,4019,4640,786,1954,13353,85,4298,7468,543,1186,5253,32,231,34,13218,6298,13555,1549,1532,19520,1327,154963.3322431435
Illinois,17,1702900,2900,WinnebagoCounty(part),21974,12.9,4788,1592,3576,3801,953,3475,11365,169,3938,521,1857,18319,166,3,189,1214,15443,2674,1779,151,878,21074,900,15108.095931555474
Illinois,17,1703001,3001,McHenryCounty(part),12895,12.5,2458,1313,2186,2320,5352,1724,7698,5197,2637,3315,2373,9632,19,259,612,273,138,1316,1684,895,770,11831,1005,89513.05932531989
Illinois,17,1703002,3002,McHenryCounty(part),6124,4.8,588,214,1418,1020,187,163,2932,3193,2834,1533,372,4987,14,147,65,591,499,81,3841,1474,267,5430,372,147462.72044415414
Illinois,17,1703003,3003,KaneCounty(part),18800,13.3,4323,1596,2819,4586,658,3291,1264,8536,8392,5364,8236,8312,1118,913,221,14,1428,478,1263,3829,4421,11493,6233,382906.7180851064
Illinois,17,1703004,3004,KaneCounty(part),7360,6.4,770,967,1194,1600,2429,117,496,2454,1685,1947,2959,326,974,55,112,924,698,195,4747,1518,1031,6185,1119,151864.4972826087
Illinois,17,1703005,3005,KaneCounty(part),18874,15.1,5070,2381,5096,4419,6225,754,1672,822,5762,7197,12586,3887,1764,,365,777,15227,78,1585,129,3928,11980,6894,12908.397795909717
Illinois,17,1703006,3006,KaneCounty(part)McHenryCounty(part)KendallCounty,9681,4.5,2110,82,3104,1314,368,1573,575,3976,359,2149,291,5452,238,151,3,1146,857,1542,7369,77,1575,7738,1147,7776.118169610578
Illinois,17,1703102,3102,WillCounty(part),17996,15.8,5663,1713,3699,4981,5481,2122,186,719,3452,559,5876,6589,4778,1,652,228,1349,4254,11638,213,3500,14056,3939,21364.669926650367
Illinois,17,1703103,3103,WillCounty(part),10414,5.9,1260,1419,1592,2622,4554,227,719,3394,155,328,72,851,1193,,,223,6184,1755,6826,1833,395,10019,143,183365.54637987324
Illinois,17,1703104,3104,WillCounty(part),12198,5.3,745,1259,2025,2674,3846,2394,6743,5456,3857,3444,4328,5253,974,1644,,523,968,299,7343,2756,927,8695,2207,275660.19839317916
Illinois,17,1703201,3201,DuPageCounty(part),14079,7.5,2031,1571,1708,2307,629,2463,6136,7943,3475,5395,4576,6333,685,2467,18,126,1735,2673,8226,318,2855,10226,2244,31858.42744513105
Illinois,17,1703202,3202,DuPageCounty(part),9152,8.8,835,275,1800,2820,3511,747,5583,3569,2456,169,779,6425,1447,488,13,1134,7468,393,6741,218,658,8200,624,21873.65603146853
Illinois,17,1703203,3203,DuPageCounty(part),7383,6.9,1208,630,1485,2102,2363,83,3698,3685,137,1827,668,4742,124,577,372,868,541,83,397,2673,821,6378,351,267305.37721793307
Illinois,17,1703204,3204,DuPageCounty(part),9127,7.2,1113,933,1202,1202,4695,195,4465,4663,337,2662,72,64,185,65,29,346,7148,888,6938,13,754,7849,71,1376.0162156239728
Illinois,17,1703205,3205,DuPageCounty(part),6524,6.4,2008,291,1467,2323,192,542,3631,2893,1117,946,2477,3616,147,17,115,14,4598,85,4683,99,1410,4881,1223,9971.781115879829
Illinois,17,1703206,3206,DuPageCounty(part),21029,12.2,4006,2775,3723,5153,5957,3421,11817,9212,7627,6186,8942,9453,482,2152,,1226,1614,4924,131,314,3884,15083,4265,31400.62294926054
Illinois,17,1703301,3301,LakeCounty(part),4606,5.2,579,555,1155,1030,1235,632,258,227,1146,1359,1428,242,719,,39,222,3935,311,2554,1742,167,4091,415,174255.4494138081
Illinois,17,1703302,3302,LakeCounty(part),17452,15.2,4768,735,4246,4580,5794,296,11199,6253,5793,5761,155,2835,3534,426,17,18,13851,5996,1937,519,2889,12208,4889,51911.099014439606
Illinois,17,1703303,3303,LakeCounty(part),19094,9.3,2828,1197,3542,4328,8672,1354,12179,6915,6432,5937,5783,192,1819,59,,183,1574,2543,14552,1999,2252,15676,2831,199976.2124227506
